accident_index,speed_limit,urban_or_rural_area,local_authority_name,accident_count,traffic_flow,accident_rate,population_density,mean_income_of_tax_payers,total_road_length,Inland_Area,Road_Network_Density,Signal_Count,Driving_Distance
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,30,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,40,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,Camden,726,825108,0.000879885,12046.9,119000,172.3,21.789,7.907659828,267,441
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,30,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,2,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,2,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
2.02E+12,20,1,City of London,172,316335,0.000543727,2895.4,167000,29.6,2.904,10.19283747,,120
